"Номер животного";"Дата рождения";"Дата архива";"Лактация";"Дата начала тек.лакт";"Дни в доении";"Статус коровы";"Дата осеменения";"Дата успешного осеменения";"Дни стельности";"Дата запуска тек.лакт";"Дата ожидаемого запуска";"Дата ожидаемого отела"
"24473";"25.03.2022";"";"1";"11.12.2023";"52";"Дойная";"";"";"";"";"";""
"24478";"28.03.2022";"";"0";"";"0";"Стельная";"23.06.2023";"23.06.2023";"";"";"";""
"24496";"09.04.2022";"";"1";"04.01.2024";"28";"Дойная";"";"";"";"";"";""
"24501";"10.04.2022";"";"1";"17.01.2024";"15";"Дойная";"";"";"";"";"";""
"24514";"12.04.2022";"";"1";"25.01.2024";"7";"Дойная";"";"";"";"";"";""
"24561";"03.05.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"24689";"22.06.2022";"";"0";"";"0";"Телка";"13.01.2024";"";"";"";"";""
"24717";"29.06.2022";"";"0";"";"0";"Стельная";"27.10.2023";"27.10.2023";"";"";"";""
"24800";"28.07.2022";"";"0";"";"0";"Телка";"11.08.2023";"";"";"";"";""
"24826";"06.08.2022";"";"0";"";"0";"Телка";"15.12.2023";"";"";"";"";""
"24847";"13.08.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"24849";"13.08.2022";"";"0";"";"0";"Стельная";"08.11.2023";"08.11.2023";"";"";"";""
"24886";"27.11.2022";"";"0";"";"0";"Стельная";"22.11.2023";"22.11.2023";"";"";"";""
"24893";"29.08.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"24921";"12.09.2022";"";"0";"";"0";"Телка";"20.01.2024";"";"";"";"";""
"24931";"16.09.2022";"";"0";"";"0";"Стельная";"06.10.2023";"06.10.2023";"";"";"";""
"24945";"23.09.2022";"";"0";"";"0";"Стельная";"29.10.2023";"29.10.2023";"";"";"";""
"24953";"25.09.2022";"";"0";"";"0";"Стельная";"27.09.2023";"27.09.2023";"";"";"";""
"24957";"26.09.2022";"";"0";"";"0";"Стельная";"27.09.2023";"27.09.2023";"";"";"";""
"24971";"01.10.2022";"";"0";"";"0";"Стельная";"30.10.2023";"30.10.2023";"";"";"";""
"24972";"01.10.2022";"";"0";"";"0";"Стельная";"08.11.2023";"08.11.2023";"";"";"";""
"24981";"04.10.2022";"";"0";"";"0";"Стельная";"30.10.2023";"30.10.2023";"";"";"";""
"24986";"06.10.2022";"";"0";"";"0";"Стельная";"26.10.2023";"26.10.2023";"";"";"";""
"24987";"06.10.2022";"";"0";"";"0";"Стельная";"18.10.2023";"18.10.2023";"";"";"";""
"24997";"10.10.2022";"";"0";"";"0";"Стельная";"07.11.2023";"07.11.2023";"";"";"";""
"24998";"10.10.2022";"";"0";"";"0";"Стельная";"09.11.2023";"09.11.2023";"";"";"";""
"24999";"11.10.2022";"";"0";"";"0";"Стельная";"09.11.2023";"09.11.2023";"";"";"";""
"25001";"11.10.2022";"";"0";"";"0";"Стельная";"15.10.2023";"15.10.2023";"";"";"";""
"25012";"17.10.2022";"";"0";"";"0";"Стельная";"26.10.2023";"26.10.2023";"";"";"";""
"25037";"25.10.2022";"";"0";"";"0";"Стельная";"03.11.2023";"03.11.2023";"";"";"";""
"25041";"27.10.2022";"";"0";"";"0";"Стельная";"30.10.2023";"30.10.2023";"";"";"";""
"25043";"27.10.2022";"";"0";"";"0";"Стельная";"22.11.2023";"22.11.2023";"";"";"";""
"25044";"27.10.2022";"";"0";"";"0";"Стельная";"03.12.2023";"03.12.2023";"";"";"";""
"25047";"29.10.2022";"";"0";"";"0";"Стельная";"02.11.2023";"02.11.2023";"";"";"";""
"25062";"15.11.2022";"";"0";"";"0";"Стельная";"22.11.2023";"22.11.2023";"";"";"";""
"25078";"07.11.2022";"";"0";"";"0";"Стельная";"16.01.2024";"16.01.2024";"";"";"";""
"25084";"09.11.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25092";"15.11.2022";"";"0";"";"0";"Стельная";"26.11.2023";"26.11.2023";"";"";"";""
"25093";"15.11.2022";"";"0";"";"0";"Стельная";"03.12.2023";"03.12.2023";"";"";"";""
"25095";"18.11.2022";"";"0";"";"0";"Стельная";"13.12.2023";"13.12.2023";"";"";"";""
"25098";"20.11.2022";"";"0";"";"0";"Телка";"24.12.2023";"";"";"";"";""
"25101";"20.11.2022";"";"0";"";"0";"Стельная";"12.12.2023";"12.12.2023";"";"";"";""
"25110";"27.11.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25122";"04.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25126";"05.12.2022";"";"0";"";"0";"Стельная";"03.12.2023";"03.12.2023";"";"";"";""
"25142";"11.12.2022";"";"0";"";"0";"Стельная";"18.12.2023";"18.12.2023";"";"";"";""
"25143";"12.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25145";"12.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25155";"19.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25158";"19.12.2022";"";"0";"";"0";"Стельная";"19.12.2023";"19.12.2023";"";"";"";""
"25163";"20.12.2022";"";"0";"";"0";"Стельная";"14.01.2024";"14.01.2024";"";"";"";""
"25174";"23.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25195";"28.12.2022";"";"0";"";"0";"Телка";"21.01.2024";"";"";"";"";""
"25201";"30.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25203";"31.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25209";"31.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25210";"31.12.2022";"";"0";"";"0";"Стельная";"16.12.2023";"16.12.2023";"";"";"";""
"25211";"31.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25222";"03.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25232";"04.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25233";"05.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25236";"06.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25239";"06.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25240";"06.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25247";"10.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25254";"13.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25256";"13.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25259";"13.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25263";"15.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25270";"17.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25273";"18.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25276";"19.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25279";"20.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25280";"20.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25287";"22.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25289";"22.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25292";"24.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25296";"26.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25300";"27.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25305";"29.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25311";"01.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25312";"01.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25322";"04.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25325";"05.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25329";"06.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25330";"06.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25332";"06.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25341";"10.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25342";"11.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25351";"14.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25352";"14.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25357";"16.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25358";"16.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25359";"16.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25366";"18.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25368";"18.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25370";"18.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25371";"18.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25372";"18.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25376";"20.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25380";"21.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25391";"26.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25392";"26.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25396";"27.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25402";"01.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25404";"01.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25406";"01.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25407";"02.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25410";"04.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25413";"05.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25415";"09.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25416";"05.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25420";"07.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25421";"07.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25428";"09.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25430";"10.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25431";"11.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25433";"11.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25435";"12.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25437";"12.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25438";"13.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25439";"13.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25443";"14.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25445";"14.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25446";"14.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25447";"15.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25448";"15.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25451";"16.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25452";"17.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25454";"18.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25456";"19.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25457";"19.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25462";"22.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25464";"22.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25466";"23.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25469";"23.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25472";"24.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25476";"26.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25480";"27.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25481";"27.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25484";"28.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25485";"28.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25486";"28.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25487";"29.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25491";"30.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25492";"30.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25496";"01.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25498";"02.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25499";"02.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25500";"02.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25503";"03.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25505";"04.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25508";"04.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25510";"05.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25511";"05.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25513";"06.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25515";"06.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25519";"07.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25521";"07.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25522";"08.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25523";"08.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25525";"09.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25528";"12.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25529";"12.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25530";"12.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25531";"13.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25533";"13.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25535";"15.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25537";"17.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25538";"19.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25539";"17.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25540";"17.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25542";"18.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25544";"18.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25545";"19.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25546";"19.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25548";"20.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25549";"20.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25550";"20.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25551";"20.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25553";"21.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25554";"21.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25555";"22.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25556";"23.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25557";"23.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25558";"23.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25560";"24.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25562";"24.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25563";"24.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25564";"26.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25567";"27.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25568";"27.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25569";"27.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25570";"27.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25571";"27.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25572";"28.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25573";"29.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25575";"29.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25576";"29.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25577";"30.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25579";"30.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25580";"30.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25581";"30.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25582";"01.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25585";"02.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25587";"02.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25588";"03.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25590";"03.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25592";"08.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25593";"08.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25594";"09.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25595";"09.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25597";"11.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25598";"11.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25599";"11.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25600";"13.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25601";"13.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25602";"14.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25604";"14.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25605";"16.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25606";"16.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25607";"17.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25609";"17.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25610";"17.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25611";"18.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25612";"19.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25613";"19.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25614";"19.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25615";"19.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25616";"19.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25617";"20.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25620";"22.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25621";"22.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25622";"23.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25624";"24.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25625";"24.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25626";"25.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25627";"25.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25628";"25.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25629";"25.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25630";"26.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25631";"26.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25632";"26.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25633";"27.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25634";"27.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25635";"27.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25637";"28.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25638";"28.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25639";"29.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25640";"29.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25641";"29.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25643";"29.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25644";"29.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25645";"29.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25646";"29.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25647";"30.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25648";"31.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25649";"31.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25650";"31.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25651";"31.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25652";"31.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25653";"31.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25656";"01.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25657";"02.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25658";"03.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25659";"03.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25660";"03.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25661";"03.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25662";"04.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25663";"05.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25664";"06.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25665";"06.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25666";"06.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25667";"07.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25668";"09.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25669";"10.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25670";"10.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25671";"11.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25672";"11.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25674";"11.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25675";"13.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25676";"13.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25677";"14.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25678";"14.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25680";"15.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25681";"15.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25682";"16.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25686";"18.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25687";"18.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25688";"18.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25690";"19.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25691";"19.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25692";"20.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25693";"20.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25694";"20.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25695";"21.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25696";"21.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25697";"21.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25698";"21.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25699";"21.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25700";"22.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25701";"22.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25702";"22.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25703";"23.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25704";"23.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25705";"24.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25706";"24.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25707";"26.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25709";"24.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25711";"26.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25713";"26.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25714";"26.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25715";"27.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25716";"27.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25717";"27.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25719";"28.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25720";"28.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25721";"28.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25723";"29.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25725";"29.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25727";"30.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25729";"01.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25731";"02.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25732";"02.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25733";"02.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25734";"02.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25736";"04.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25737";"06.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25738";"06.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25739";"06.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25740";"07.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25741";"07.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25742";"07.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25743";"07.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25745";"08.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25746";"08.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25748";"09.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25749";"10.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25750";"10.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25751";"10.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25752";"10.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"25753";"11.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
