"Номер животного";"Дата рождения";"Дата архива";"Лактация";"Дата начала тек.лакт";"Дни в доении";"Статус коровы";"Дата осеменения";"Дата успешного осеменения";"Дни стельности";"Дата запуска тек.лакт";"Дата ожидаемого запуска";"Дата ожидаемого отела"
"5494";"24.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5495";"25.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5498";"25.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5504";"27.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5506";"27.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5508";"28.01.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5514";"01.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5517";"02.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5520";"04.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5524";"05.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5525";"05.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5526";"05.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5530";"07.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5532";"08.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5550";"16.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5552";"16.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5553";"16.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5555";"17.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5556";"17.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5558";"20.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5560";"22.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5561";"22.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5564";"23.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5565";"23.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5571";"26.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5576";"28.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5578";"28.02.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5583";"07.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5586";"08.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5587";"08.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5589";"11.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5597";"15.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5606";"17.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5608";"19.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5609";"20.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5610";"20.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5611";"20.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5614";"21.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5621";"25.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5625";"28.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5628";"30.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5630";"31.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5633";"01.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5634";"02.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5637";"02.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5638";"02.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5639";"03.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5642";"04.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5645";"06.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5646";"07.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5648";"07.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5649";"07.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5656";"11.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5664";"16.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5665";"16.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5668";"19.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5670";"19.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5673";"21.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5675";"23.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5676";"23.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5677";"23.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5681";"27.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5682";"28.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5683";"29.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5684";"29.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5685";"29.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5687";"01.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5688";"01.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5689";"02.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5692";"04.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5693";"05.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5694";"05.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5695";"05.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5697";"06.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5698";"07.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5699";"08.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5700";"08.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5701";"08.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5704";"10.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5706";"10.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5707";"10.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5708";"10.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5709";"10.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5710";"12.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5711";"12.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5712";"13.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5713";"14.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5714";"14.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5716";"16.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5717";"17.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5718";"17.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5719";"18.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5721";"19.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5722";"19.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5726";"20.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5727";"21.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5728";"22.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5729";"23.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5730";"24.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5731";"24.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5732";"25.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5733";"26.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5734";"29.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5735";"30.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5736";"01.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5737";"01.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5739";"01.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5740";"02.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5741";"02.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5742";"02.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5743";"02.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5744";"02.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5746";"02.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5747";"31.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5748";"03.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5751";"04.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5754";"04.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5756";"05.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5758";"06.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5759";"06.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5760";"06.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5762";"09.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5763";"09.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5766";"11.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5767";"15.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5768";"15.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5769";"15.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5770";"15.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5771";"16.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5772";"19.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5773";"20.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5774";"21.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5775";"21.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5776";"21.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5777";"22.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5778";"23.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5783";"27.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5784";"27.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5785";"28.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5787";"29.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5788";"29.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5789";"29.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5790";"30.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5791";"30.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5792";"02.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5793";"02.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5794";"04.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5795";"04.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5796";"04.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5797";"05.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5798";"06.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5799";"06.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5800";"06.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5801";"06.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5802";"08.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5803";"08.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5804";"08.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5805";"09.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5806";"09.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5807";"09.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5808";"11.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5809";"11.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5810";"11.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5811";"12.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5812";"14.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5813";"15.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5814";"15.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5815";"15.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5816";"16.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5818";"16.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5819";"18.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5820";"18.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5821";"18.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5822";"18.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5824";"18.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5825";"18.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5826";"18.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5827";"19.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5828";"19.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5829";"19.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5830";"19.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5831";"20.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5832";"20.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5833";"20.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5834";"21.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5835";"21.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5836";"21.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5837";"21.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5838";"21.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5839";"22.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5840";"22.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5841";"22.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5842";"22.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5843";"22.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5844";"22.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5845";"22.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5847";"23.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5848";"24.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5849";"24.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5850";"24.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5851";"25.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5852";"25.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5853";"26.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5854";"26.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5855";"26.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5856";"26.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5857";"26.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5858";"27.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5859";"27.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5860";"27.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5861";"27.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5862";"27.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5863";"27.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5864";"28.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5865";"28.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5867";"28.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5868";"29.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5869";"29.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5870";"29.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5871";"29.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5872";"30.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5873";"30.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5874";"30.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5875";"30.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5876";"31.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5879";"02.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5880";"03.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5881";"03.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5882";"03.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5886";"04.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5888";"04.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5889";"05.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5890";"05.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5891";"06.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5892";"07.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5893";"06.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5894";"07.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5895";"08.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5896";"08.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5897";"08.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5898";"08.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5899";"08.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5900";"08.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5901";"09.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5902";"10.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5903";"11.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5904";"11.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5905";"12.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5906";"13.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5907";"14.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5908";"14.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5909";"14.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5910";"15.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5911";"15.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5912";"16.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5913";"16.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5914";"16.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5915";"17.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5918";"17.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5919";"18.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5920";"18.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5921";"19.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5922";"19.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5923";"20.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5924";"20.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5925";"20.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5926";"20.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5927";"20.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5928";"20.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5929";"21.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5930";"21.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5931";"22.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5932";"22.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5933";"22.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5934";"22.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5935";"22.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5936";"22.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5938";"22.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5939";"24.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5941";"24.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5942";"26.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5943";"25.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5944";"26.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5945";"26.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5946";"26.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5947";"26.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5948";"27.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5949";"27.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5950";"27.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5951";"28.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5952";"28.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5953";"29.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5954";"29.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5955";"29.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5957";"31.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5958";"30.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5959";"30.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5960";"31.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5961";"31.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5962";"31.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5963";"31.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5964";"01.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5965";"01.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5966";"02.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5969";"03.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5970";"03.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5972";"04.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5973";"04.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5974";"04.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5975";"04.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5977";"05.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5978";"05.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5979";"05.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5980";"06.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5981";"06.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5982";"07.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5983";"07.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5984";"08.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5985";"08.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5986";"09.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5987";"09.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5988";"10.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5989";"11.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5990";"11.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5991";"11.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5992";"11.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5993";"12.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5994";"12.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5995";"13.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5996";"13.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5997";"13.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"5999";"15.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6000";"15.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6001";"16.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6003";"17.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6005";"17.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6006";"17.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6007";"19.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6008";"19.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6009";"19.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6010";"19.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6012";"20.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6014";"20.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6015";"20.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6016";"20.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6017";"20.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6018";"20.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6019";"21.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6020";"21.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6021";"21.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6022";"21.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6023";"21.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6024";"22.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6025";"22.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"6026";"22.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
