"Номер животного";"Дата рождения";"Дата архива";"Лактация";"Дата начала тек.лакт";"Дни в доении";"Статус коровы";"Дата осеменения";"Дата успешного осеменения";"Дни стельности";"Дата запуска тек.лакт";"Дата ожидаемого запуска";"Дата ожидаемого отела"
"22238";"28.07.2022";"17.07.2024";"1";"04.06.2024";"0";"Продана";"";"";"";"";"";""
"22240";"28.07.2022";"";"1";"22.06.2024";"40";"Дойная";"";"";"";"";"";""
"22242";"30.07.2022";"19.06.2024";"1";"18.06.2024";"0";"Продана";"";"";"";"";"";""
"22246";"01.08.2022";"28.03.2024";"0";"";"0";"Продана";"08.08.2023";"";"";"";"";""
"22258";"08.08.2022";"";"1";"21.05.2024";"72";"Дойная";"";"";"";"";"";""
"22259";"09.08.2022";"";"1";"05.06.2024";"57";"Дойная";"";"";"";"";"";""
"22261";"09.08.2022";"";"1";"23.05.2024";"70";"Дойная";"";"";"";"";"";""
"22268";"15.08.2022";"";"1";"20.06.2024";"42";"Дойная";"";"";"";"";"";""
"22283";"28.08.2022";"17.05.2024";"0";"";"0";"Продана";"05.10.2023";"05.10.2023";"";"";"";""
"22284";"29.08.2022";"";"1";"05.06.2024";"57";"Дойная";"";"";"";"";"";""
"22285";"29.08.2022";"17.05.2024";"0";"";"0";"Продана";"28.09.2023";"28.09.2023";"";"";"";""
"22290";"01.09.2022";"";"1";"27.07.2024";"5";"Дойная";"";"";"";"";"";""
"22292";"03.09.2022";"17.05.2024";"0";"";"0";"Продана";"10.01.2024";"10.01.2024";"";"";"";""
"22297";"07.09.2022";"";"1";"16.06.2024";"46";"Дойная";"";"";"";"";"";""
"22301";"13.09.2022";"17.05.2024";"0";"";"0";"Продана";"03.10.2023";"03.10.2023";"";"";"";""
"22302";"13.09.2022";"17.05.2024";"0";"";"0";"Продана";"21.11.2023";"21.11.2023";"";"";"";""
"22306";"18.09.2022";"";"1";"07.07.2024";"25";"Дойная";"";"";"";"";"";""
"22309";"19.09.2022";"17.05.2024";"0";"";"0";"Продана";"29.11.2023";"29.11.2023";"";"";"";""
"22310";"21.09.2022";"17.05.2024";"0";"";"0";"Продана";"16.11.2023";"16.11.2023";"";"";"";""
"22312";"22.09.2022";"17.05.2024";"0";"";"0";"Продана";"01.10.2023";"01.10.2023";"";"";"";""
"22315";"25.09.2022";"17.05.2024";"0";"";"0";"Продана";"16.10.2023";"16.10.2023";"";"";"";""
"22316";"26.09.2022";"17.05.2024";"0";"";"0";"Продана";"10.10.2023";"10.10.2023";"";"";"";""
"22317";"27.09.2022";"17.05.2024";"0";"";"0";"Продана";"14.10.2023";"14.10.2023";"";"";"";""
"22318";"28.09.2022";"17.05.2024";"0";"";"0";"Продана";"17.10.2023";"17.10.2023";"";"";"";""
"22320";"01.10.2022";"17.05.2024";"0";"";"0";"Продана";"11.10.2023";"11.10.2023";"";"";"";""
"22321";"02.10.2022";"17.05.2024";"0";"";"0";"Продана";"13.10.2023";"13.10.2023";"";"";"";""
"22322";"03.10.2022";"17.05.2024";"0";"";"0";"Продана";"15.01.2024";"15.01.2024";"";"";"";""
"22323";"04.10.2022";"17.05.2024";"0";"";"0";"Продана";"09.10.2023";"09.10.2023";"";"";"";""
"22324";"04.10.2022";"17.05.2024";"0";"";"0";"Продана";"25.11.2023";"25.11.2023";"";"";"";""
"22325";"04.10.2022";"03.05.2024";"0";"";"0";"Продана";"07.11.2023";"";"";"";"";""
"22326";"05.10.2022";"17.05.2024";"0";"";"0";"Продана";"11.01.2024";"11.01.2024";"";"";"";""
"22327";"05.10.2022";"17.05.2024";"0";"";"0";"Продана";"08.10.2023";"08.10.2023";"";"";"";""
"22329";"06.10.2022";"17.05.2024";"0";"";"0";"Продана";"26.10.2023";"26.10.2023";"";"";"";""
"22330";"06.10.2022";"17.05.2024";"0";"";"0";"Продана";"10.11.2023";"10.11.2023";"";"";"";""
"22331";"07.10.2022";"17.05.2024";"0";"";"0";"Продана";"26.10.2023";"26.10.2023";"";"";"";""
"22332";"08.10.2022";"17.05.2024";"0";"";"0";"Продана";"20.11.2023";"20.11.2023";"";"";"";""
"22333";"08.10.2022";"17.05.2024";"0";"";"0";"Продана";"07.12.2023";"07.12.2023";"";"";"";""
"22334";"08.10.2022";"17.05.2024";"0";"";"0";"Продана";"20.10.2023";"20.10.2023";"";"";"";""
"22335";"08.10.2022";"17.05.2024";"0";"";"0";"Продана";"15.10.2023";"15.10.2023";"";"";"";""
"22337";"09.10.2022";"17.05.2024";"0";"";"0";"Продана";"11.01.2024";"11.01.2024";"";"";"";""
"22340";"10.10.2022";"17.05.2024";"0";"";"0";"Продана";"05.11.2023";"05.11.2023";"";"";"";""
"22344";"12.10.2022";"17.05.2024";"0";"";"0";"Продана";"19.12.2023";"19.12.2023";"";"";"";""
"22345";"13.10.2022";"17.05.2024";"0";"";"0";"Продана";"06.11.2023";"06.11.2023";"";"";"";""
"22346";"13.10.2022";"17.05.2024";"0";"";"0";"Продана";"10.01.2024";"10.01.2024";"";"";"";""
"22347";"13.10.2022";"17.05.2024";"0";"";"0";"Продана";"15.11.2023";"15.11.2023";"";"";"";""
"22348";"14.10.2022";"17.05.2024";"0";"";"0";"Продана";"21.11.2023";"21.11.2023";"";"";"";""
"22351";"14.10.2022";"17.05.2024";"0";"";"0";"Продана";"15.12.2023";"15.12.2023";"";"";"";""
"22353";"16.10.2022";"25.04.2024";"0";"";"0";"Продана";"18.10.2023";"";"";"";"";""
"22355";"17.10.2022";"17.05.2024";"0";"";"0";"Продана";"21.10.2023";"21.10.2023";"";"";"";""
"22356";"17.10.2022";"17.05.2024";"0";"";"0";"Продана";"19.10.2023";"19.10.2023";"";"";"";""
"22357";"17.10.2022";"17.05.2024";"0";"";"0";"Продана";"03.11.2023";"03.11.2023";"";"";"";""
"22358";"20.10.2022";"17.05.2024";"0";"";"0";"Продана";"20.10.2023";"20.10.2023";"";"";"";""
"22360";"21.10.2022";"17.05.2024";"0";"";"0";"Продана";"22.10.2023";"22.10.2023";"";"";"";""
"22361";"21.10.2022";"17.05.2024";"0";"";"0";"Продана";"31.12.2023";"31.12.2023";"";"";"";""
"22362";"22.10.2022";"17.05.2024";"0";"";"0";"Продана";"31.01.2024";"31.01.2024";"";"";"";""
"22363";"22.10.2022";"17.05.2024";"0";"";"0";"Продана";"22.11.2023";"22.11.2023";"";"";"";""
"22364";"22.10.2022";"17.05.2024";"0";"";"0";"Продана";"09.11.2023";"09.11.2023";"";"";"";""
"22365";"22.10.2022";"21.06.2024";"0";"";"0";"Продана";"05.11.2023";"05.11.2023";"";"";"";""
"22366";"23.10.2022";"17.05.2024";"0";"";"0";"Продана";"20.11.2023";"20.11.2023";"";"";"";""
"22367";"23.10.2022";"17.05.2024";"0";"";"0";"Продана";"01.02.2024";"01.02.2024";"";"";"";""
"22368";"23.10.2022";"17.05.2024";"0";"";"0";"Продана";"26.10.2023";"26.10.2023";"";"";"";""
"22369";"24.10.2022";"17.05.2024";"0";"";"0";"Продана";"10.11.2023";"10.11.2023";"";"";"";""
"22371";"26.10.2022";"17.05.2024";"0";"";"0";"Продана";"13.11.2023";"13.11.2023";"";"";"";""
"22374";"27.10.2022";"17.05.2024";"0";"";"0";"Продана";"27.10.2023";"27.10.2023";"";"";"";""
"22377";"30.10.2022";"17.05.2024";"0";"";"0";"Продана";"08.11.2023";"08.11.2023";"";"";"";""
"22378";"31.10.2022";"17.05.2024";"0";"";"0";"Продана";"03.11.2023";"03.11.2023";"";"";"";""
"22383";"03.11.2022";"17.05.2024";"0";"";"0";"Продана";"17.11.2023";"17.11.2023";"";"";"";""
"22384";"04.11.2022";"17.05.2024";"0";"";"0";"Продана";"08.11.2023";"08.11.2023";"";"";"";""
"22385";"05.11.2022";"17.05.2024";"0";"";"0";"Продана";"17.11.2023";"17.11.2023";"";"";"";""
"22386";"05.11.2022";"17.05.2024";"0";"";"0";"Продана";"18.11.2023";"18.11.2023";"";"";"";""
"22389";"07.11.2022";"17.05.2024";"0";"";"0";"Продана";"20.11.2023";"20.11.2023";"";"";"";""
"22390";"08.11.2022";"17.05.2024";"0";"";"0";"Продана";"08.11.2023";"08.11.2023";"";"";"";""
"22391";"09.11.2022";"17.05.2024";"0";"";"0";"Продана";"22.12.2023";"22.12.2023";"";"";"";""
"22392";"09.11.2022";"";"0";"";"0";"Стельная";"19.11.2023";"19.11.2023";"";"";"";""
"22394";"11.11.2022";"17.05.2024";"0";"";"0";"Продана";"19.11.2023";"19.11.2023";"";"";"";""
"22397";"12.11.2022";"17.05.2024";"0";"";"0";"Продана";"08.01.2024";"08.01.2024";"";"";"";""
"22398";"12.11.2022";"17.05.2024";"0";"";"0";"Продана";"07.12.2023";"07.12.2023";"";"";"";""
"22400";"13.11.2022";"17.05.2024";"0";"";"0";"Продана";"24.11.2023";"24.11.2023";"";"";"";""
"22401";"13.11.2022";"17.05.2024";"0";"";"0";"Продана";"20.11.2023";"20.11.2023";"";"";"";""
"22402";"14.11.2022";"17.05.2024";"0";"";"0";"Продана";"19.11.2023";"19.11.2023";"";"";"";""
"22404";"14.11.2022";"17.05.2024";"0";"";"0";"Продана";"17.11.2023";"17.11.2023";"";"";"";""
"22407";"15.11.2022";"17.05.2024";"0";"";"0";"Продана";"01.12.2023";"01.12.2023";"";"";"";""
"22408";"16.11.2022";"17.05.2024";"0";"";"0";"Продана";"11.01.2024";"11.01.2024";"";"";"";""
"22409";"16.11.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"22410";"16.11.2022";"17.05.2024";"0";"";"0";"Продана";"26.12.2023";"26.12.2023";"";"";"";""
"22412";"18.11.2022";"17.05.2024";"0";"";"0";"Продана";"22.11.2023";"22.11.2023";"";"";"";""
"22413";"18.11.2022";"17.05.2024";"0";"";"0";"Продана";"27.12.2023";"27.12.2023";"";"";"";""
"22417";"22.11.2022";"17.05.2024";"0";"";"0";"Продана";"10.01.2024";"10.01.2024";"";"";"";""
"22419";"22.11.2022";"17.05.2024";"0";"";"0";"Продана";"24.11.2023";"24.11.2023";"";"";"";""
"22421";"23.11.2022";"17.05.2024";"0";"";"0";"Продана";"16.12.2023";"16.12.2023";"";"";"";""
"22423";"24.11.2022";"17.05.2024";"0";"";"0";"Продана";"13.12.2023";"13.12.2023";"";"";"";""
"22424";"27.11.2022";"17.05.2024";"0";"";"0";"Продана";"05.12.2023";"05.12.2023";"";"";"";""
"22425";"29.11.2022";"17.05.2024";"0";"";"0";"Продана";"17.12.2023";"17.12.2023";"";"";"";""
"22426";"29.11.2022";"17.05.2024";"0";"";"0";"Продана";"22.12.2023";"22.12.2023";"";"";"";""
"22437";"04.12.2022";"17.05.2024";"0";"";"0";"Продана";"07.12.2023";"07.12.2023";"";"";"";""
"22439";"05.12.2022";"17.05.2024";"0";"";"0";"Продана";"07.12.2023";"07.12.2023";"";"";"";""
"22440";"05.12.2022";"17.05.2024";"0";"";"0";"Продана";"11.01.2024";"11.01.2024";"";"";"";""
"22442";"06.12.2022";"17.05.2024";"0";"";"0";"Продана";"29.12.2023";"29.12.2023";"";"";"";""
"22444";"06.12.2022";"17.05.2024";"0";"";"0";"Продана";"09.01.2024";"09.01.2024";"";"";"";""
"22445";"06.12.2022";"17.05.2024";"0";"";"0";"Продана";"29.12.2023";"29.12.2023";"";"";"";""
"22446";"07.12.2022";"17.05.2024";"0";"";"0";"Продана";"16.12.2023";"16.12.2023";"";"";"";""
"22454";"09.12.2022";"17.05.2024";"0";"";"0";"Продана";"12.12.2023";"12.12.2023";"";"";"";""
"22461";"11.12.2022";"17.05.2024";"0";"";"0";"Продана";"23.12.2023";"23.12.2023";"";"";"";""
"22470";"12.12.2022";"17.05.2024";"0";"";"0";"Продана";"27.12.2023";"27.12.2023";"";"";"";""
"22472";"12.12.2022";"17.05.2024";"0";"";"0";"Продана";"19.12.2023";"19.12.2023";"";"";"";""
"22475";"15.12.2022";"17.05.2024";"0";"";"0";"Продана";"09.01.2024";"09.01.2024";"";"";"";""
"22479";"17.12.2022";"25.07.2024";"0";"";"0";"Продана";"06.06.2024";"";"";"";"";""
"22482";"20.12.2022";"";"0";"";"0";"Телка";"";"";"";"";"";""
"22488";"24.12.2022";"17.05.2024";"0";"";"0";"Продана";"27.12.2023";"27.12.2023";"";"";"";""
"22498";"28.12.2022";"17.05.2024";"0";"";"0";"Продана";"06.01.2024";"06.01.2024";"";"";"";""
"23020";"16.01.2023";"";"0";"";"0";"Стельная";"19.02.2024";"19.02.2024";"";"";"";""
"23024";"18.01.2023";"";"0";"";"0";"Телка";"11.07.2024";"";"";"";"";""
"23048";"18.02.2023";"";"0";"";"0";"Стельная";"12.04.2024";"12.04.2024";"";"";"";""
"23050";"19.02.2023";"";"0";"";"0";"Стельная";"02.05.2024";"02.05.2024";"";"";"";""
"23056";"21.02.2023";"";"0";"";"0";"Телка";"10.07.2024";"";"";"";"";""
"23059";"21.02.2023";"";"0";"";"0";"Стельная";"07.06.2024";"07.06.2024";"";"";"";""
"23063";"26.02.2023";"";"0";"";"0";"Телка";"06.03.2024";"";"";"";"";""
"23067";"01.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23068";"01.03.2023";"04.05.2024";"0";"";"0";"Продана";"28.03.2024";"";"";"";"";""
"23070";"02.03.2023";"25.07.2024";"0";"";"0";"Продана";"20.06.2024";"";"";"";"";""
"23078";"04.03.2023";"25.07.2024";"0";"";"0";"Продана";"20.06.2024";"";"";"";"";""
"23079";"04.03.2023";"";"0";"";"0";"Стельная";"11.06.2024";"11.06.2024";"";"";"";""
"23080";"05.03.2023";"28.02.2024";"0";"";"0";"Продана";"";"";"";"";"";""
"23082";"05.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23089";"14.03.2023";"05.03.2024";"0";"";"0";"Продана";"";"";"";"";"";""
"23092";"17.03.2023";"";"0";"";"0";"Стельная";"05.05.2024";"05.05.2024";"";"";"";""
"23097";"21.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23098";"22.03.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23104";"27.03.2023";"";"0";"";"0";"Стельная";"22.05.2024";"22.05.2024";"";"";"";""
"23115";"06.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23117";"08.04.2023";"";"0";"";"0";"Стельная";"28.05.2024";"28.05.2024";"";"";"";""
"23118";"08.04.2023";"23.05.2024";"0";"";"0";"Продана";"29.04.2024";"";"";"";"";""
"23119";"11.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23120";"12.04.2023";"";"0";"";"0";"Стельная";"11.05.2024";"11.05.2024";"";"";"";""
"23121";"12.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23122";"13.04.2023";"";"0";"";"0";"Стельная";"09.05.2024";"09.05.2024";"";"";"";""
"23123";"14.04.2023";"";"0";"";"0";"Стельная";"15.05.2024";"15.05.2024";"";"";"";""
"23128";"20.04.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23130";"21.04.2023";"";"0";"";"0";"Стельная";"13.05.2024";"13.05.2024";"";"";"";""
"23134";"24.04.2023";"";"0";"";"0";"Стельная";"09.05.2024";"09.05.2024";"";"";"";""
"23136";"25.04.2023";"";"0";"";"0";"Стельная";"08.05.2024";"08.05.2024";"";"";"";""
"23137";"25.04.2023";"";"0";"";"0";"Стельная";"30.04.2024";"30.04.2024";"";"";"";""
"23138";"25.04.2023";"";"0";"";"0";"Стельная";"11.05.2024";"11.05.2024";"";"";"";""
"23140";"26.04.2023";"";"0";"";"0";"Стельная";"03.06.2024";"03.06.2024";"";"";"";""
"23143";"28.04.2023";"";"0";"";"0";"Стельная";"29.04.2024";"29.04.2024";"";"";"";""
"23145";"30.04.2023";"";"0";"";"0";"Стельная";"06.05.2024";"06.05.2024";"";"";"";""
"23146";"02.05.2023";"";"0";"";"0";"Стельная";"11.05.2024";"11.05.2024";"";"";"";""
"23148";"05.05.2023";"09.07.2024";"0";"";"0";"Продана";"";"";"";"";"";""
"23149";"05.05.2023";"";"0";"";"0";"Стельная";"17.05.2024";"17.05.2024";"";"";"";""
"23151";"05.05.2023";"";"0";"";"0";"Телка";"13.05.2024";"";"";"";"";""
"23152";"06.05.2023";"";"0";"";"0";"Стельная";"20.05.2024";"20.05.2024";"";"";"";""
"23154";"08.05.2023";"";"0";"";"0";"Стельная";"13.05.2024";"13.05.2024";"";"";"";""
"23156";"08.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23157";"08.05.2023";"05.03.2024";"0";"";"0";"Продана";"";"";"";"";"";""
"23161";"09.05.2023";"";"0";"";"0";"Стельная";"08.05.2024";"08.05.2024";"";"";"";""
"23162";"10.05.2023";"";"0";"";"0";"Стельная";"14.06.2024";"14.06.2024";"";"";"";""
"23164";"11.05.2023";"";"0";"";"0";"Стельная";"02.06.2024";"02.06.2024";"";"";"";""
"23167";"13.05.2023";"";"0";"";"0";"Стельная";"20.05.2024";"20.05.2024";"";"";"";""
"23169";"14.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23170";"16.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23173";"18.05.2023";"";"0";"";"0";"Стельная";"16.06.2024";"16.06.2024";"";"";"";""
"23174";"19.05.2023";"21.06.2024";"0";"";"0";"Продана";"";"";"";"";"";""
"23179";"23.05.2023";"05.03.2024";"0";"";"0";"Продана";"";"";"";"";"";""
"23181";"28.05.2023";"";"0";"";"0";"Стельная";"16.06.2024";"16.06.2024";"";"";"";""
"23182";"28.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23183";"28.05.2023";"";"0";"";"0";"Стельная";"30.06.2024";"30.06.2024";"";"";"";""
"23184";"29.05.2023";"";"0";"";"0";"Стельная";"06.06.2024";"06.06.2024";"";"";"";""
"23187";"31.05.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23188";"04.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23190";"05.06.2023";"";"0";"";"0";"Стельная";"12.06.2024";"12.06.2024";"";"";"";""
"23191";"08.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23194";"11.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23199";"12.06.2023";"";"0";"";"0";"Стельная";"19.06.2024";"19.06.2024";"";"";"";""
"23200";"14.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23205";"18.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23206";"19.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23210";"22.06.2023";"";"0";"";"0";"Стельная";"26.06.2024";"26.06.2024";"";"";"";""
"23211";"24.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23212";"27.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23215";"29.06.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23217";"29.06.2023";"";"0";"";"0";"Телка";"29.07.2024";"";"";"";"";""
"23218";"01.07.2023";"";"0";"";"0";"Стельная";"22.07.2024";"22.07.2024";"";"";"";""
"23219";"04.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23220";"04.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23221";"06.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23223";"09.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23224";"10.07.2023";"";"0";"";"0";"Стельная";"26.07.2024";"26.07.2024";"";"";"";""
"23227";"14.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23229";"17.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23230";"19.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23232";"21.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23233";"21.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23235";"21.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23237";"23.07.2023";"";"0";"";"0";"Стельная";"23.07.2024";"23.07.2024";"";"";"";""
"23238";"24.07.2023";"";"0";"";"0";"Стельная";"24.07.2024";"24.07.2024";"";"";"";""
"23239";"25.07.2023";"";"0";"";"0";"Стельная";"28.07.2024";"28.07.2024";"";"";"";""
"23241";"26.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23242";"27.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23243";"27.07.2023";"";"0";"";"0";"Стельная";"29.07.2024";"29.07.2024";"";"";"";""
"23244";"27.07.2023";"";"0";"";"0";"Стельная";"29.07.2024";"29.07.2024";"";"";"";""
"23245";"27.07.2023";"";"0";"";"0";"Стельная";"31.07.2024";"31.07.2024";"";"";"";""
"23246";"27.07.2023";"";"0";"";"0";"Стельная";"28.07.2024";"28.07.2024";"";"";"";""
"23248";"28.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23250";"29.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23251";"29.07.2023";"05.03.2024";"0";"";"0";"Продана";"";"";"";"";"";""
"23252";"29.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23253";"30.07.2023";"";"0";"";"0";"Стельная";"31.07.2024";"31.07.2024";"";"";"";""
"23254";"30.07.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23255";"01.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23257";"02.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23258";"02.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23259";"03.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23261";"05.08.2023";"30.04.2024";"0";"";"0";"Продана";"";"";"";"";"";""
"23262";"05.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23263";"05.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23264";"05.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23265";"06.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23266";"06.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23267";"07.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23268";"07.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23269";"08.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23270";"11.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23271";"13.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23272";"13.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23273";"13.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23274";"14.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23275";"14.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23277";"15.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23278";"16.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23279";"16.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23280";"17.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23281";"17.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23282";"17.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23283";"17.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23284";"17.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23285";"17.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23286";"17.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23287";"18.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23288";"19.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23289";"20.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23290";"23.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23291";"24.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23292";"25.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23293";"25.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23294";"25.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23295";"27.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23296";"28.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23297";"28.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23298";"28.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23299";"28.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23300";"30.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23301";"30.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23302";"30.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23303";"30.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23304";"31.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23305";"31.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23306";"31.08.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23307";"01.09.2023";"01.04.2024";"0";"";"0";"Продана";"";"";"";"";"";""
"23308";"01.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23309";"01.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23311";"01.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23312";"01.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23313";"03.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23314";"03.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23315";"03.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23316";"03.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23317";"04.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23318";"04.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23319";"04.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23320";"05.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23321";"05.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23322";"06.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23323";"06.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23324";"10.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23325";"11.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23326";"11.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23327";"11.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23328";"12.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23329";"13.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23330";"14.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23331";"14.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23332";"14.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23333";"16.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23334";"16.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23335";"17.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23336";"19.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23337";"19.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23338";"19.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23339";"25.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23340";"26.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
"23341";"27.09.2023";"";"0";"";"0";"Телка";"";"";"";"";"";""
