"Номер животного";"Дата рождения";"Дата архива";"Лактация";"Дата начала тек.лакт";"Дни в доении";"Статус коровы";"Дата осеменения";"Дата успешного осеменения";"Дни стельности";"Дата запуска тек.лакт";"Дата ожидаемого запуска";"Дата ожидаемого отела"
"22496";"27.03.2020";"";"4";"10.12.2024";"53";"Дойная";"";"";"";"";"";""
"22497";"27.03.2020";"22.10.2024";"3";"24.03.2024";"0";"Продана";"06.06.2024";"06.06.2024";"";"";"";""
"22499";"28.03.2020";"29.07.2024";"3";"17.05.2024";"0";"Продана";"25.07.2024";"";"";"";"";""
"22500";"28.03.2020";"09.04.2024";"3";"29.01.2024";"0";"Продана";"";"";"";"";"";""
"22501";"28.03.2020";"31.07.2024";"3";"06.07.2024";"0";"Продана";"";"";"";"";"";""
"22502";"29.03.2020";"";"4";"01.02.2025";"0";"Дойная";"";"";"";"";"";""
"22505";"29.03.2020";"25.06.2024";"2";"15.06.2023";"0";"Продана";"28.09.2023";"";"";"";"";""
"22508";"30.03.2020";"13.11.2024";"3";"10.01.2024";"0";"Продана";"21.03.2024";"21.03.2024";"";"25.10.2024";"";""
"22511";"30.03.2020";"06.03.2024";"3";"15.01.2024";"0";"Продана";"";"";"";"";"";""
"22513";"01.04.2020";"";"3";"05.06.2024";"241";"Дойная";"";"";"";"";"";""
"22516";"02.04.2020";"";"3";"25.02.2024";"342";"Дойная";"09.05.2024";"";"";"";"";""
"22518";"02.04.2020";"";"4";"02.01.2025";"30";"Дойная";"";"";"";"";"";""
"22520";"02.04.2020";"";"3";"23.09.2024";"131";"Дойная";"05.12.2024";"";"";"";"";""
"22523";"03.04.2020";"";"3";"22.06.2024";"224";"Дойная";"05.09.2024";"";"";"";"";""
"22524";"05.04.2020";"";"4";"24.12.2024";"39";"Дойная";"";"";"";"";"";""
"22525";"05.04.2020";"30.09.2024";"2";"28.06.2023";"0";"Продана";"29.02.2024";"";"";"";"";""
"22528";"06.04.2020";"01.04.2024";"3";"25.03.2024";"0";"Продана";"";"";"";"";"";""
"22534";"11.04.2020";"";"4";"16.01.2025";"16";"Дойная";"";"";"";"";"";""
"22535";"12.04.2020";"30.09.2024";"2";"02.04.2023";"0";"Продана";"18.01.2024";"";"";"";"";""
"22537";"14.04.2020";"05.06.2024";"2";"18.03.2023";"0";"Продана";"07.12.2023";"";"";"";"";""
"22539";"14.04.2020";"";"4";"06.12.2024";"57";"Дойная";"";"";"";"";"";""
"22540";"15.04.2020";"";"3";"20.01.2025";"12";"Дойная";"";"";"";"";"";""
"22543";"17.04.2020";"27.06.2024";"2";"05.02.2023";"0";"Продана";"02.11.2023";"";"";"";"";""
"22547";"20.04.2020";"";"3";"07.09.2024";"147";"Дойная";"26.12.2024";"";"";"";"";""
"22551";"21.04.2020";"09.12.2024";"3";"24.05.2024";"0";"Продана";"14.11.2024";"";"";"";"";""
"22561";"23.04.2020";"31.01.2025";"2";"23.10.2023";"0";"Продана";"18.04.2024";"";"";"";"";""
"22565";"24.04.2020";"17.05.2024";"2";"18.02.2023";"0";"Продана";"07.12.2023";"";"";"";"";""
"22569";"26.04.2020";"01.08.2024";"3";"07.06.2024";"0";"Продана";"";"";"";"";"";""
"22573";"27.04.2020";"23.04.2024";"3";"08.04.2024";"0";"Продана";"";"";"";"";"";""
"22575";"27.04.2020";"";"3";"01.12.2024";"62";"Дойная";"";"";"";"";"";""
"22578";"29.04.2020";"31.01.2025";"2";"08.08.2023";"0";"Продана";"15.08.2024";"";"";"";"";""
"22582";"29.04.2020";"13.12.2024";"3";"27.08.2024";"0";"Продана";"07.11.2024";"";"";"";"";""
"22588";"30.04.2020";"";"3";"18.04.2024";"289";"Дойная";"14.11.2024";"";"";"";"";""
"22594";"02.05.2020";"18.06.2024";"3";"27.04.2024";"0";"Продана";"";"";"";"";"";""
"22597";"02.05.2020";"14.10.2024";"3";"15.10.2024";"0";"Новотельное животное";"";"";"";"";"";""
"22605";"05.05.2020";"07.08.2024";"3";"29.03.2024";"0";"Продана";"06.06.2024";"";"";"";"";""
"22617";"11.05.2020";"";"3";"26.08.2024";"159";"Дойная";"";"";"";"";"";""
"22622";"12.05.2020";"";"3";"23.10.2024";"101";"Дойная";"";"";"";"";"";""
"22633";"14.05.2020";"30.11.2024";"3";"30.05.2024";"0";"Продана";"12.09.2024";"";"";"";"";""
"22635";"15.05.2020";"";"3";"02.06.2024";"244";"Дойная";"";"";"";"";"";""
"22637";"16.05.2020";"20.09.2024";"3";"04.06.2024";"0";"Продана";"15.08.2024";"";"";"";"";""
"22639";"16.05.2020";"";"3";"18.01.2025";"14";"Дойная";"";"";"";"";"";""
"22641";"17.05.2020";"03.05.2024";"3";"15.03.2024";"0";"Продана";"";"";"";"";"";""
"22644";"18.05.2020";"25.05.2024";"3";"14.04.2024";"0";"Продана";"";"";"";"";"";""
"22653";"19.05.2020";"";"3";"24.08.2024";"161";"Осемененная";"28.11.2024";"28.11.2024";"";"";"";""
"22657";"21.05.2020";"30.07.2024";"3";"13.03.2024";"0";"Продана";"13.06.2024";"13.06.2024";"";"";"";""
"22658";"21.05.2020";"13.09.2024";"2";"21.04.2023";"0";"Продана";"25.01.2024";"";"";"";"";""
"22660";"22.05.2020";"";"3";"22.06.2024";"224";"Осемененная";"05.09.2024";"05.09.2024";"";"";"";""
"22662";"22.05.2020";"";"3";"20.12.2024";"43";"Дойная";"";"";"";"";"";""
"22663";"22.05.2020";"";"4";"08.01.2025";"24";"Дойная";"";"";"";"";"";""
"22666";"23.05.2020";"";"3";"28.05.2024";"249";"Осемененная";"08.08.2024";"08.08.2024";"";"";"";""
"22669";"24.05.2020";"";"3";"07.05.2024";"270";"Осемененная";"18.07.2024";"18.07.2024";"";"";"";""
"22678";"26.05.2020";"13.12.2024";"3";"02.03.2024";"0";"Продана";"16.05.2024";"16.05.2024";"";"06.12.2024";"";""
"22689";"03.06.2020";"";"3";"05.05.2024";"272";"Дойная";"23.01.2025";"";"";"";"";""
"22692";"04.06.2020";"";"3";"19.12.2024";"44";"Дойная";"";"";"";"";"";""
"22695";"05.06.2020";"04.10.2024";"2";"09.10.2023";"0";"Продана";"16.05.2024";"16.05.2024";"";"";"";""
"22696";"05.06.2020";"16.09.2024";"2";"25.06.2023";"0";"Продана";"18.01.2024";"18.01.2024";"";"16.08.2024";"";""
"22700";"07.06.2020";"";"3";"19.03.2024";"0";"Сухостой";"30.05.2024";"30.05.2024";"";"20.12.2024";"";""
"22701";"07.06.2020";"21.05.2024";"3";"10.05.2024";"0";"Продана";"";"";"";"";"";""
"22703";"09.06.2020";"29.08.2024";"2";"01.10.2023";"0";"Продана";"01.02.2024";"";"";"";"";""
"22706";"10.06.2020";"";"3";"15.12.2024";"48";"Дойная";"";"";"";"";"";""
"22722";"17.06.2020";"";"3";"26.07.2024";"190";"Дойная";"16.01.2025";"";"";"";"";""
"22723";"17.06.2020";"25.06.2024";"2";"17.05.2023";"0";"Продана";"14.12.2023";"";"";"";"";""
"22733";"19.06.2020";"10.07.2024";"3";"30.06.2024";"0";"Продана";"";"";"";"";"";""
"22737";"21.06.2020";"04.09.2024";"3";"21.06.2024";"0";"Продана";"29.08.2024";"";"";"";"";""
"22751";"25.06.2020";"25.06.2024";"2";"29.11.2023";"0";"Продана";"08.02.2024";"";"";"";"";""
"22761";"28.06.2020";"12.04.2024";"2";"05.09.2023";"0";"Продана";"07.03.2024";"";"";"";"";""
"22779";"04.07.2020";"13.09.2024";"1";"08.10.2022";"0";"Продана";"08.08.2023";"";"";"";"";""
"22786";"06.07.2020";"24.09.2024";"3";"05.09.2024";"0";"Продана";"";"";"";"";"";""
"22788";"09.07.2020";"31.01.2025";"2";"31.08.2023";"0";"Продана";"20.06.2024";"";"";"";"";""
"22793";"12.07.2020";"31.01.2025";"2";"18.07.2023";"0";"Продана";"07.12.2023";"";"";"";"";""
"22796";"13.07.2020";"03.10.2024";"2";"01.07.2023";"0";"Продана";"09.10.2023";"";"";"";"";""
"22798";"14.07.2020";"";"3";"13.06.2024";"233";"Дойная";"02.01.2025";"";"";"";"";""
"22799";"15.07.2020";"05.07.2024";"3";"28.06.2024";"0";"Продана";"";"";"";"";"";""
"22805";"16.07.2020";"10.08.2024";"2";"09.09.2023";"0";"Продана";"23.11.2023";"23.11.2023";"";"21.06.2024";"";""
"22810";"20.07.2020";"21.06.2024";"2";"02.09.2023";"0";"Продана";"04.04.2024";"04.04.2024";"";"";"";""
"22811";"20.07.2020";"27.08.2024";"2";"24.02.2024";"0";"Продана";"18.07.2024";"18.07.2024";"";"";"";""
"22822";"25.07.2020";"";"3";"06.12.2024";"57";"Дойная";"";"";"";"";"";""
"22823";"25.07.2020";"";"3";"19.01.2025";"13";"Дойная";"";"";"";"";"";""
"22824";"25.07.2020";"";"3";"22.10.2024";"102";"Дойная";"";"";"";"";"";""
"22833";"29.07.2020";"16.06.2024";"2";"11.11.2023";"0";"Продана";"25.01.2024";"25.01.2024";"";"";"";""
"22838";"02.08.2020";"31.01.2025";"2";"21.08.2023";"0";"Продана";"30.05.2024";"";"";"";"";""
"22847";"05.08.2020";"25.06.2024";"2";"19.07.2023";"0";"Продана";"21.03.2024";"";"";"";"";""
"22849";"07.08.2020";"31.01.2025";"3";"04.09.2024";"0";"Продана";"";"";"";"";"";""
"22850";"07.08.2020";"31.05.2024";"3";"17.05.2024";"0";"Продана";"";"";"";"";"";""
"22851";"07.08.2020";"";"3";"23.11.2024";"70";"Дойная";"";"";"";"";"";""
"22852";"07.08.2020";"";"3";"28.10.2024";"96";"Осемененная";"09.01.2025";"09.01.2025";"";"";"";""
"22858";"10.08.2020";"29.08.2024";"1";"07.11.2022";"0";"Продана";"10.08.2023";"";"";"";"";""
"22862";"11.08.2020";"";"3";"06.05.2024";"271";"Дойная";"";"";"";"";"";""
"22867";"12.08.2020";"09.06.2024";"2";"07.12.2023";"0";"Продана";"21.03.2024";"21.03.2024";"";"";"";""
"22869";"13.08.2020";"";"3";"01.02.2025";"0";"Дойная";"";"";"";"";"";""
"22871";"14.08.2020";"29.08.2024";"2";"06.05.2024";"0";"Продана";"";"";"";"";"";""
"22883";"18.08.2020";"02.09.2024";"2";"06.05.2024";"0";"Продана";"";"";"";"";"";""
"22885";"18.08.2020";"23.09.2024";"3";"25.08.2024";"0";"Продана";"";"";"";"";"";""
"22886";"19.08.2020";"30.09.2024";"1";"07.02.2023";"0";"Продана";"23.11.2023";"";"";"";"";""
"22893";"20.08.2020";"20.05.2024";"2";"25.03.2024";"0";"Продана";"";"";"";"";"";""
"22896";"21.08.2020";"07.11.2024";"3";"05.11.2024";"0";"Продана";"";"";"";"";"";""
"22898";"22.08.2020";"";"3";"29.08.2024";"156";"Осемененная";"09.01.2025";"09.01.2025";"";"";"";""
"22901";"23.08.2020";"11.11.2024";"3";"08.11.2024";"0";"Продана";"";"";"";"";"";""
"22908";"26.08.2020";"05.07.2024";"2";"10.07.2023";"0";"Продана";"26.10.2023";"26.10.2023";"";"24.05.2024";"";""
"22912";"02.09.2020";"";"3";"24.12.2024";"39";"Дойная";"";"";"";"";"";""
"22920";"05.09.2020";"31.01.2025";"2";"22.07.2023";"0";"Продана";"28.12.2023";"";"";"";"";""
"22925";"09.09.2020";"05.01.2025";"3";"15.12.2024";"0";"Продана";"";"";"";"";"";""
"22929";"10.09.2020";"20.06.2024";"2";"26.09.2023";"0";"Продана";"07.12.2023";"";"";"";"";""
"22933";"11.09.2020";"";"3";"19.08.2024";"166";"Дойная";"31.10.2024";"";"";"";"";""
"22937";"11.09.2020";"30.09.2024";"2";"09.11.2023";"0";"Продана";"06.06.2024";"";"";"";"";""
"22940";"12.09.2020";"31.01.2025";"1";"24.11.2022";"0";"Продана";"31.08.2023";"";"";"";"";""
"22947";"14.09.2020";"";"3";"11.10.2024";"113";"Дойная";"23.01.2025";"";"";"";"";""
"22948";"15.09.2020";"";"3";"26.06.2024";"0";"Сухостой";"05.09.2024";"05.09.2024";"";"15.01.2025";"";""
"22953";"16.09.2020";"25.06.2024";"2";"10.08.2023";"0";"Продана";"19.10.2023";"";"";"";"";""
"22954";"16.09.2020";"02.09.2024";"2";"05.12.2023";"0";"Продана";"15.02.2024";"15.02.2024";"";"30.08.2024";"";""
"22959";"18.09.2020";"";"2";"18.03.2024";"320";"Дойная";"16.01.2025";"";"";"";"";""
"22965";"21.09.2020";"";"2";"13.04.2024";"294";"Дойная";"27.06.2024";"";"";"";"";""
"22971";"25.09.2020";"31.01.2025";"2";"31.08.2023";"0";"Продана";"22.02.2024";"";"";"26.07.2024";"";""
"22972";"25.09.2020";"";"3";"02.01.2025";"30";"Дойная";"";"";"";"";"";""
"22979";"26.09.2020";"13.06.2024";"2";"26.09.2023";"0";"Продана";"07.12.2023";"07.12.2023";"";"";"";""
"22982";"27.09.2020";"03.06.2024";"2";"23.09.2023";"0";"Продана";"21.03.2024";"21.03.2024";"";"";"";""
"22996";"03.10.2020";"";"3";"06.07.2024";"210";"Дойная";"19.09.2024";"";"";"";"";""
"23008";"09.10.2020";"20.09.2024";"3";"19.09.2024";"0";"Продана";"";"";"";"";"";""
"23009";"09.10.2020";"26.06.2024";"2";"02.03.2024";"0";"Продана";"16.05.2024";"";"";"";"";""
"23030";"16.10.2020";"18.04.2024";"2";"24.12.2023";"0";"Продана";"07.03.2024";"07.03.2024";"";"";"";""
"23033";"16.10.2020";"27.12.2024";"3";"21.11.2024";"0";"Продана";"";"";"";"";"";""
"23040";"18.10.2020";"11.04.2024";"3";"09.04.2024";"0";"Продана";"";"";"";"";"";""
"23041";"19.10.2020";"29.08.2024";"1";"01.12.2022";"0";"Продана";"16.03.2023";"";"";"";"";""
"23044";"20.10.2020";"";"3";"19.11.2024";"74";"Дойная";"";"";"";"";"";""
"23052";"26.10.2020";"12.03.2024";"1";"18.02.2023";"0";"Продана";"08.06.2023";"08.06.2023";"";"04.01.2024";"";""
"23058";"29.10.2020";"17.12.2024";"3";"17.12.2024";"0";"Продана";"";"";"";"";"";""
"23062";"31.10.2020";"";"2";"25.02.2024";"0";"Сухостой";"22.08.2024";"22.08.2024";"";"29.11.2024";"";""
"23063";"31.10.2020";"";"3";"11.09.2024";"143";"Дойная";"21.11.2024";"";"";"";"";""
"23064";"01.11.2020";"";"3";"16.09.2024";"138";"Осемененная";"28.11.2024";"28.11.2024";"";"";"";""
"23070";"02.11.2020";"";"2";"25.02.2024";"342";"Дойная";"26.12.2024";"";"";"";"";""
"23071";"02.11.2020";"26.09.2024";"3";"20.08.2024";"0";"Продана";"";"";"";"";"";""
"23075";"03.11.2020";"";"3";"10.01.2025";"22";"Дойная";"";"";"";"";"";""
"23076";"04.11.2020";"09.12.2024";"3";"05.12.2024";"0";"Продана";"";"";"";"";"";""
"23083";"06.11.2020";"25.06.2024";"1";"04.12.2022";"0";"Продана";"";"";"";"";"";""
"23084";"06.11.2020";"";"3";"25.11.2024";"68";"Дойная";"";"";"";"";"";""
"23085";"06.11.2020";"29.08.2024";"2";"21.01.2024";"0";"Продана";"09.05.2024";"";"";"";"";""
"23086";"06.11.2020";"27.03.2024";"2";"05.03.2024";"0";"Продана";"";"";"";"";"";""
"23089";"08.11.2020";"13.09.2024";"1";"10.03.2023";"0";"Продана";"23.11.2023";"";"";"";"";""
"23090";"08.11.2020";"04.09.2024";"2";"05.12.2023";"0";"Продана";"15.02.2024";"15.02.2024";"";"";"";""
"23091";"08.11.2020";"";"3";"15.01.2025";"17";"Дойная";"";"";"";"";"";""
"23108";"12.11.2020";"18.10.2024";"2";"30.12.2023";"0";"В сухостое";"14.03.2024";"14.03.2024";"";"25.10.2024";"";""
"23109";"12.11.2020";"";"3";"14.10.2024";"110";"Осемененная";"26.12.2024";"26.12.2024";"";"";"";""
"23111";"13.11.2020";"14.10.2024";"3";"09.10.2024";"0";"Продана";"";"";"";"";"";""
"23112";"13.11.2020";"31.01.2025";"2";"10.12.2023";"0";"Продана";"22.02.2024";"";"";"20.09.2024";"";""
"23140";"18.11.2020";"";"3";"05.01.2025";"27";"Дойная";"";"";"";"";"";""
"23148";"19.11.2020";"27.06.2024";"2";"25.03.2024";"0";"Продана";"";"";"";"";"";""
"23159";"22.11.2020";"15.11.2024";"2";"01.01.2024";"0";"Продана";"11.07.2024";"11.07.2024";"";"";"";""
"23167";"25.11.2020";"07.06.2024";"2";"24.05.2024";"0";"Продана";"";"";"";"";"";""
"23170";"26.11.2020";"07.08.2024";"2";"24.09.2023";"0";"Продана";"07.12.2023";"07.12.2023";"";"05.07.2024";"";""
"23173";"27.11.2020";"13.01.2025";"3";"02.01.2025";"0";"Продана";"";"";"";"";"";""
"23182";"29.11.2020";"";"3";"09.01.2025";"23";"Дойная";"";"";"";"";"";""
"23195";"03.12.2020";"22.03.2024";"1";"07.01.2023";"0";"Продана";"02.11.2023";"";"";"";"";""
"23198";"05.12.2020";"09.07.2024";"2";"02.02.2024";"0";"Продана";"11.04.2024";"";"";"";"";""
"23201";"06.12.2020";"";"3";"08.01.2025";"24";"Дойная";"";"";"";"";"";""
"23207";"10.12.2020";"15.04.2024";"1";"04.02.2023";"0";"Продана";"21.12.2023";"21.12.2023";"";"";"";""
"23208";"11.12.2020";"31.01.2025";"1";"26.12.2022";"0";"Продана";"19.10.2023";"";"";"";"";""
"23210";"12.12.2020";"";"3";"21.12.2024";"42";"Дойная";"";"";"";"";"";""
"23211";"13.12.2020";"";"3";"30.11.2024";"63";"Дойная";"";"";"";"";"";""
"23238";"31.12.2020";"29.02.2024";"2";"10.02.2024";"0";"Продана";"";"";"";"";"";""
"23240";"31.12.2020";"13.09.2024";"2";"28.10.2023";"0";"Продана";"10.01.2024";"10.01.2024";"";"09.08.2024";"";""
"23249";"02.01.2021";"31.01.2025";"2";"12.12.2023";"0";"Продана";"28.03.2024";"";"";"20.09.2024";"";""
"23254";"04.01.2021";"";"3";"29.12.2024";"34";"Дойная";"";"";"";"";"";""
"23255";"04.01.2021";"03.01.2025";"2";"03.12.2023";"0";"Продана";"25.04.2024";"25.04.2024";"";"29.11.2024";"";""
"23258";"05.01.2021";"";"3";"20.11.2024";"73";"Осемененная";"30.01.2025";"30.01.2025";"";"";"";""
"23264";"07.01.2021";"01.07.2024";"2";"02.12.2023";"0";"Продана";"15.02.2024";"15.02.2024";"";"";"";""
"23270";"09.01.2021";"02.08.2024";"2";"01.03.2024";"0";"Продана";"13.06.2024";"13.06.2024";"";"";"";""
"23276";"10.01.2021";"";"3";"03.01.2025";"29";"Дойная";"";"";"";"";"";""
"23280";"11.01.2021";"18.11.2024";"3";"14.11.2024";"0";"Продана";"";"";"";"";"";""
"23284";"13.01.2021";"08.05.2024";"2";"30.01.2024";"0";"Продана";"11.04.2024";"";"";"";"";""
"23288";"14.01.2021";"";"3";"14.12.2024";"49";"Дойная";"";"";"";"";"";""
"23294";"15.01.2021";"24.12.2024";"2";"05.03.2024";"0";"Продана";"12.09.2024";"12.09.2024";"";"";"";""
"23313";"21.01.2021";"";"3";"30.12.2024";"33";"Дойная";"";"";"";"";"";""
"23314";"21.01.2021";"";"3";"06.01.2025";"26";"Дойная";"";"";"";"";"";""
"23316";"22.01.2021";"22.07.2024";"2";"31.01.2024";"0";"Продана";"11.04.2024";"11.04.2024";"";"";"";""
"23319";"23.01.2021";"27.06.2024";"2";"06.02.2024";"0";"Продана";"";"";"";"";"";""
"23321";"24.01.2021";"07.05.2024";"1";"21.12.2022";"0";"Продана";"27.07.2023";"27.07.2023";"";"23.02.2024";"";""
"23324";"24.01.2021";"";"3";"15.12.2024";"48";"Дойная";"";"";"";"";"";""
"23339";"01.02.2021";"13.03.2024";"2";"06.02.2024";"0";"Продана";"";"";"";"";"";""
"23345";"03.02.2021";"";"2";"02.03.2024";"336";"Дойная";"02.01.2025";"";"";"";"";""
"23358";"08.02.2021";"10.09.2024";"2";"02.01.2024";"0";"Продана";"14.03.2024";"14.03.2024";"";"";"";""
"23360";"10.02.2021";"";"3";"09.01.2025";"23";"Дойная";"";"";"";"";"";""
"23397";"21.02.2021";"";"3";"01.01.2025";"31";"Дойная";"";"";"";"";"";""
"23398";"22.02.2021";"";"2";"11.03.2024";"327";"Дойная";"23.05.2024";"";"";"";"";""
"23399";"22.02.2021";"20.11.2024";"2";"18.02.2024";"0";"Продана";"15.08.2024";"15.08.2024";"";"";"";""
"23403";"25.02.2021";"31.01.2025";"2";"07.12.2023";"0";"Продана";"15.02.2024";"";"";"09.08.2024";"";""
"23404";"25.02.2021";"31.05.2024";"2";"04.02.2024";"0";"Продана";"18.04.2024";"18.04.2024";"";"";"";""
"23418";"03.03.2021";"";"3";"11.01.2025";"21";"Дойная";"";"";"";"";"";""
"23419";"03.03.2021";"29.08.2024";"2";"05.11.2023";"0";"Продана";"22.02.2024";"";"";"";"";""
"23423";"06.03.2021";"08.01.2025";"3";"06.01.2025";"0";"Продана";"";"";"";"";"";""
"23424";"06.03.2021";"27.06.2024";"2";"25.03.2024";"0";"Продана";"";"";"";"";"";""
"23426";"07.03.2021";"17.09.2024";"2";"20.02.2024";"0";"Продана";"15.08.2024";"";"";"";"";""
"23431";"08.03.2021";"";"3";"12.01.2025";"20";"Дойная";"";"";"";"";"";""
"23434";"09.03.2021";"";"2";"06.04.2024";"301";"Дойная";"19.12.2024";"";"";"";"";""
"23436";"09.03.2021";"14.06.2024";"2";"06.06.2024";"0";"Продана";"";"";"";"";"";""
"23439";"09.03.2021";"20.09.2024";"1";"24.04.2023";"0";"Продана";"07.03.2024";"07.03.2024";"";"";"";""
"23442";"10.03.2021";"10.01.2025";"2";"27.03.2024";"0";"Продана";"06.06.2024";"";"";"";"";""
"23446";"13.03.2021";"";"3";"06.01.2025";"26";"Дойная";"";"";"";"";"";""
"23457";"16.03.2021";"";"2";"21.05.2024";"256";"Дойная";"16.01.2025";"";"";"";"";""
"23458";"16.03.2021";"06.03.2024";"2";"19.12.2023";"0";"Продана";"";"";"";"";"";""
"23465";"19.03.2021";"27.03.2024";"2";"25.02.2024";"0";"Продана";"";"";"";"";"";""
"23474";"22.03.2021";"29.08.2024";"1";"17.01.2023";"0";"Продана";"27.07.2023";"";"";"";"";""
"23477";"22.03.2021";"29.08.2024";"2";"08.11.2023";"0";"Продана";"22.02.2024";"";"";"";"";""
"23484";"25.03.2021";"";"3";"19.01.2025";"13";"Дойная";"";"";"";"";"";""
"23494";"28.03.2021";"25.12.2024";"3";"19.11.2024";"0";"Продана";"";"";"";"";"";""
"23505";"30.03.2021";"";"3";"15.12.2024";"48";"Дойная";"";"";"";"";"";""
"23510";"01.04.2021";"";"3";"29.01.2025";"3";"Дойная";"";"";"";"";"";""
"23513";"02.04.2021";"09.12.2024";"2";"28.02.2024";"0";"Продана";"03.10.2024";"03.10.2024";"";"";"";""
"23516";"03.04.2021";"26.03.2024";"2";"16.12.2023";"0";"Продана";"21.03.2024";"";"";"";"";""
"23522";"06.04.2021";"02.01.2025";"3";"01.01.2025";"0";"Продана";"";"";"";"";"";""
"23527";"09.04.2021";"11.03.2024";"2";"10.03.2024";"0";"Продана";"";"";"";"";"";""
"23528";"09.04.2021";"05.11.2024";"2";"28.01.2024";"0";"Продана";"11.04.2024";"11.04.2024";"";"";"";""
"23529";"09.04.2021";"25.09.2024";"2";"13.07.2024";"0";"Продана";"";"";"";"";"";""
"23541";"14.04.2021";"19.03.2024";"2";"15.03.2024";"0";"Продана";"";"";"";"";"";""
"23547";"16.04.2021";"24.04.2024";"2";"11.03.2024";"0";"Продана";"";"";"";"";"";""
"23559";"21.04.2021";"03.10.2024";"1";"05.01.2023";"0";"Продана";"28.09.2023";"";"";"";"";""
"23561";"22.04.2021";"";"3";"28.12.2024";"35";"Дойная";"";"";"";"";"";""
"23569";"23.04.2021";"14.03.2024";"1";"18.04.2023";"0";"Продана";"29.06.2023";"29.06.2023";"";"12.01.2024";"";""
"23576";"26.04.2021";"";"2";"27.06.2024";"219";"Дойная";"05.09.2024";"";"";"";"";""
"23585";"29.04.2021";"21.05.2024";"2";"26.03.2024";"0";"Продана";"";"";"";"";"";""
"23601";"05.05.2021";"";"2";"21.12.2024";"42";"Дойная";"";"";"";"";"";""
"23603";"05.05.2021";"20.06.2024";"2";"18.06.2024";"0";"Продана";"";"";"";"";"";""
"23610";"07.05.2021";"30.11.2024";"2";"11.02.2024";"0";"Продана";"04.07.2024";"";"";"16.08.2024";"";""
"23611";"07.05.2021";"06.03.2024";"2";"30.01.2024";"0";"Продана";"";"";"";"";"";""
"23615";"09.05.2021";"";"2";"22.06.2024";"224";"Дойная";"";"";"";"";"";""
"23616";"09.05.2021";"";"2";"27.01.2024";"0";"Сухостой";"14.11.2024";"14.11.2024";"";"12.01.2025";"";""
"23619";"11.05.2021";"01.05.2024";"2";"03.02.2024";"0";"Продана";"18.04.2024";"";"";"";"";""
"23624";"13.05.2021";"12.01.2025";"3";"10.01.2025";"0";"Продана";"";"";"";"";"";""
"23627";"15.05.2021";"";"2";"29.08.2024";"156";"Дойная";"28.11.2024";"";"";"";"";""
"23633";"18.05.2021";"";"3";"08.01.2025";"24";"Дойная";"";"";"";"";"";""
"23637";"19.05.2021";"11.04.2024";"2";"26.02.2024";"0";"Продана";"";"";"";"";"";""
"23646";"22.05.2021";"";"3";"18.01.2025";"14";"Дойная";"";"";"";"";"";""
"23656";"25.05.2021";"17.05.2024";"2";"06.05.2024";"0";"Продана";"";"";"";"";"";""
"23661";"29.05.2021";"";"2";"08.05.2024";"269";"Дойная";"10.10.2024";"";"";"";"";""
"23668";"01.06.2021";"30.09.2024";"1";"10.03.2023";"0";"Продана";"23.11.2023";"";"";"";"";""
"23674";"03.06.2021";"";"3";"26.01.2025";"6";"Дойная";"";"";"";"";"";""
"23676";"03.06.2021";"01.05.2024";"1";"20.03.2023";"0";"Продана";"10.08.2023";"10.08.2023";"";"08.03.2024";"";""
"23684";"08.06.2021";"15.09.2024";"2";"13.04.2024";"0";"Продана";"27.06.2024";"27.06.2024";"";"";"";""
"23688";"10.06.2021";"";"2";"22.06.2024";"224";"Дойная";"05.09.2024";"";"";"";"";""
"23690";"11.06.2021";"31.10.2024";"2";"16.03.2024";"0";"Продана";"18.07.2024";"18.07.2024";"";"";"";""
"23694";"13.06.2021";"25.06.2024";"1";"07.04.2023";"0";"Продана";"20.07.2023";"";"";"";"";""
"23698";"13.06.2021";"29.01.2025";"2";"24.09.2024";"0";"Продана";"05.12.2024";"05.12.2024";"";"";"";""
"23704";"16.06.2021";"";"3";"29.01.2025";"3";"Дойная";"";"";"";"";"";""
"23705";"16.06.2021";"13.09.2024";"1";"16.02.2023";"0";"Продана";"21.12.2023";"";"";"";"";""
"23708";"17.06.2021";"04.12.2024";"2";"12.02.2024";"0";"Продана";"30.05.2024";"";"";"";"";""
"23714";"19.06.2021";"31.01.2025";"2";"17.02.2024";"0";"Продана";"06.06.2024";"";"";"";"";""
"23716";"19.06.2021";"20.03.2024";"2";"24.02.2024";"0";"Продана";"";"";"";"";"";""
"23717";"19.06.2021";"19.11.2024";"2";"02.04.2024";"0";"Продана";"13.06.2024";"13.06.2024";"";"";"";""
"23727";"23.06.2021";"";"3";"21.01.2025";"11";"Дойная";"";"";"";"";"";""
"23733";"24.06.2021";"";"2";"28.04.2024";"279";"Осемененная";"15.08.2024";"15.08.2024";"";"";"";""
"23734";"24.06.2021";"01.05.2024";"2";"13.03.2024";"0";"Продана";"";"";"";"";"";""
"23747";"29.06.2021";"27.05.2024";"2";"06.05.2024";"0";"Продана";"";"";"";"";"";""
"23749";"30.06.2021";"26.11.2024";"2";"21.02.2024";"0";"Продана";"21.08.2024";"21.08.2024";"";"";"";""
"23750";"01.07.2021";"13.01.2025";"2";"07.05.2024";"0";"Продана";"18.07.2024";"18.07.2024";"";"30.12.2024";"";""
